title,release_date,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
House of Gucci,2021-11-24,75000000,153235995,158,4.2137,6.6,3214,False,Ridley Scott,Lady Gaga,78235995,0.510558860534041,Metro-Goldwyn-Mayer,Drama,Crime,History
Remember Me,2010-03-11,16000000,56000000,113,4.2125,7.114,3578,False,Allen Coulter,Robert Pattinson,40000000,0.7142857142857143,Summit Entertainment,Drama,Romance,
Walk the Line,2005-09-13,28000000,186800000,136,4.2099,7.503,2959,False,James Mangold,Joaquin Phoenix,158800000,0.8501070663811563,Mars Media Beteiligungs,Drama,Music,Romance
The Bricklayer,2023-12-14,23900000,899683,110,4.2097,5.8,322,False,Renny Harlin,Aaron Eckhart,-23000317,-25.56491230800182,Eclectic Pictures,Action,Thriller,
The Ugly Truth,2009-07-24,38000000,321700000,96,4.2085,6.504,3600,False,Robert Luketic,Katherine Heigl,283700000,0.8818775256450109,Lakeshore Entertainment,Comedy,Romance,
Into the Blue,2005-09-30,50000000,46117696,110,4.2085,5.9,1532,True,John Stockwell,Paul Walker,-3882304,-0.08418252290834304,Mandalay Pictures,Action,Thriller,Adventure
Take Shelter,2011-09-30,5000000,3741098,120,4.2051,7.0,1830,False,Jeff Nichols,Michael Shannon,-1258902,-0.3365060204250196,Hydraulx,Thriller,Drama,Horror
Elf,2003-11-07,32000000,228500000,97,4.2001,6.655,4202,False,Jon Favreau,Will Ferrell,196500000,0.8599562363238512,New Line Cinema,Comedy,Family,Fantasy
Step Up 2: The Streets,2008-02-14,23000000,150816700,98,4.1994,6.7,2327,True,Jon M. Chu,Briana Evigan,127816700,0.8474969946962106,Touchstone Pictures,Music,Drama,Romance
The Visit,2015-09-10,5000000,98450062,94,4.1986,6.317,4879,False,M. Night Shyamalan,Olivia DeJonge,93450062,0.9492128303586035,Blumhouse Productions,Horror,Mystery,Thriller
The Last House on the Left,2009-03-13,15000000,32721635,113,4.193,6.488,1816,False,Dennis Iliadis,Tony Goldwyn,17721635,0.5415876987809441,Rogue Pictures,Crime,Thriller,Horror
The Spy Who Dumped Me,2018-08-02,40000000,33562069,116,4.1894,6.4,2257,False,Susanna Fogel,Mila Kunis,-6437931,-0.1918216365028032,Imagine Entertainment,Comedy,Action,Adventure
Strange World,2022-11-23,180000000,73621640,102,4.1861,6.3,1313,False,Don Hall,Jake Gyllenhaal,-106378360,-1.444933310369071,Walt Disney Pictures,Animation,Family,Adventure
Rough Night,2017-06-15,20000000,45056771,101,4.185,5.7,2019,False,Lucia Aniello,Scarlett Johansson,25056771,0.5561155503131816,Columbia Pictures,Drama,Comedy,
Æon Flux,2005-11-30,62000000,53321673,93,4.1842,5.625,2291,False,Karyn Kusama,Charlize Theron,-8678327,-0.16275421440733864,Paramount Pictures,Science Fiction,Action,Thriller
Once Upon a Time in Mexico,2003-09-11,29000000,98769390,102,4.1796,6.3,2235,True,Robert Rodriguez,Antonio Banderas,69769390,0.7063867661833286,Columbia Pictures,Action,Crime,Thriller
Poseidon,2006-05-03,160000000,181700000,98,4.1785,5.9,2184,False,Wolfgang Petersen,Josh Lucas,21700000,0.11942762795817281,Virtual Studios,Adventure,Action,Drama
The Animatrix,2003-05-09,5000000,68000000,102,4.1784,7.19,1631,False,Yoshiaki Kawajiri,Keanu Reeves,63000000,0.9264705882352942,Warner Bros. Pictures,Animation,Science Fiction,
Green Zone,2010-03-11,100000000,94882889,115,4.1771,6.482,2234,False,Paul Greengrass,Matt Damon,-5117111,-0.05393080937912841,Universal Pictures,War,Action,Adventure
Watcher,2022-06-03,5000000,2543216,96,4.174,6.5,1018,False,Chloe Okuno,Maika Monroe,-2456784,-0.9660146837704702,Image Nation Abu Dhabi,Horror,Mystery,Thriller
xXx: State of the Union,2005-04-27,60000000,71410636,101,4.1727,5.0,1899,True,Lee Tamahori,Ice Cube,11410636,0.15978902638536926,Revolution Studios,Action,Adventure,Crime
A Million Ways to Die in the West,2014-05-22,40000000,86400000,116,4.1725,6.1,4179,False,Seth MacFarlane,Seth MacFarlane,46400000,0.5370370370370371,RGB Media,Comedy,Western,
The Heartbreak Kid,2007-10-05,60000000,128453183,116,4.1689,5.738,1659,False,Peter Farrelly,Ben Stiller,68453183,0.5329037506217343,Conundrum Entertainment,Comedy,Romance,
Snakes on a Plane,2006-08-17,33000000,62022014,105,4.1684,5.5,1829,False,David R. Ellis,Samuel L. Jackson,29022014,0.46793085435761567,New Line Cinema,Action,Thriller,Adventure
The Commuter,2018-01-11,30000000,119942387,104,4.1651,6.4,4426,False,Jaume Collet-Serra,Liam Neeson,89942387,0.7498799152629837,StudioCanal,Action,Thriller,Mystery
Eight Legged Freaks,2002-07-17,30000000,45900000,99,4.1649,5.802,1271,False,Ellory Elkayem,David Arquette,15900000,0.3464052287581699,Centropolis Entertainment,Action,Comedy,Horror
The Lone Ranger,2013-07-03,215000000,260500000,149,4.1645,6.1,5913,False,Gore Verbinski,Johnny Depp,45500000,0.1746641074856046,Walt Disney Pictures,Action,Adventure,Western
Slither,2006-03-31,15000000,12800000,95,4.1645,6.546,1594,False,James Gunn,Nathan Fillion,-2200000,-0.171875,Strike Entertainment,Horror,Science Fiction,Comedy
3:10 to Yuma,2007-09-06,55000000,70000000,122,4.1643,7.2,3734,False,James Mangold,Russell Crowe,15000000,0.21428571428571427,Lionsgate,Western,,
Pig,2021-07-16,3000000,3889432,92,4.1633,6.7,1537,False,Michael Sarnoski,Nicolas Cage,889432,0.22867914903770012,AI Film,Drama,Thriller,Mystery
The Hate U Give,2018-10-19,23000000,34934009,133,4.1601,8.1,2155,False,George Tillman Jr.,Amandla Stenberg,11934009,0.3416157876412066,Temple Hill Entertainment,Crime,Drama,
Miami Vice,2006-07-27,135000000,163800000,132,4.1576,6.013,1832,False,Michael Mann,Colin Farrell,28800000,0.17582417582417584,Universal Pictures,Action,Crime,Thriller
Amsterdam,2022-09-27,80000000,31245810,134,4.157,6.1,1615,False,David O. Russell,Christian Bale,-48754190,-1.5603432908284343,DreamCrew,Mystery,Comedy,Drama
The American,2010-08-31,20000000,67900000,104,4.1549,5.97,1390,False,Anton Corbijn,George Clooney,47900000,0.7054491899852725,Twins Financing,Crime,Drama,Thriller
White Bird,2023-10-25,20000000,8799528,121,4.1544,7.9,182,True,Marc Forster,Ariella Glaser,-11200472,-1.2728491800923867,Participant,Drama,,
Two Weeks Notice,2002-12-19,60000000,199043242,101,4.1541,6.359,2088,False,Marc Lawrence,Sandra Bullock,139043242,0.6985579646055001,Fortis Films,Romance,Comedy,
Runaway Jury,2003-01-16,60000000,80154140,127,4.1513,6.928,1381,False,Gary Fleder,John Cusack,20154140,0.251442283580112,New Regency Pictures,Drama,Thriller,
Bad Moms,2016-07-28,20000000,183936074,100,4.1498,6.499,4133,True,Scott Moore,Mila Kunis,163936074,0.891266571232786,STXfilms,Comedy,,
The Trial of the Chicago 7,2020-09-25,35000000,107423,130,4.1468,7.685,3130,False,Aaron Sorkin,Eddie Redmayne,-34892577,-324.81476964895785,DreamWorks Pictures,Drama,History,
Ride Along 2,2016-01-14,40000000,124827316,102,4.1429,6.3,1717,True,Tim Story,Kevin Hart,84827316,0.679557317406392,Reel Chefs Catering,Action,Comedy,
The Possession of Hannah Grace,2018-11-29,9500000,43000000,86,4.1403,5.603,1387,False,Diederik Van Rooijen,Shay Mitchell,33500000,0.7790697674418605,Screen Gems,Horror,Drama,
The Lost City of Z,2017-03-15,30000000,8574339,141,4.1374,6.4,2911,False,James Gray,Charlie Hunnam,-21425661,-2.498811978392737,Northern Ireland Screen,Adventure,Drama,History
Dogville,2003-05-21,10000000,16690617,178,4.1362,7.771,2502,True,Lars von Trier,Nicole Kidman,6690617,0.40086097476204746,Zentropa Entertainments,Crime,Drama,Thriller
The Aviator,2004-12-17,110000000,213719942,170,4.136,7.219,5480,False,Martin Scorsese,Leonardo DiCaprio,103719942,0.48530773978967295,Warner Bros. Pictures,Drama,,
"Legally Blonde 2: Red, White & Blonde",2003-07-02,45000000,124914842,95,4.1353,5.711,1632,True,Charles Herman-Wurmfeld,Reese Witherspoon,79914842,0.6397545777626649,Metro-Goldwyn-Mayer,Comedy,Romance,
Before the Devil Knows You're Dead,2007-09-26,18000000,25005257,117,4.1352,7.1,1575,False,Sidney Lumet,Philip Seymour Hoffman,7005257,0.2801513697699648,Michael Cerenzie Productions,Crime,Drama,Thriller
The Next Three Days,2010-11-18,30000000,67448651,133,4.1314,7.085,2921,False,Paul Haggis,Russell Crowe,37448651,0.5552171977464753,Hwy61,Romance,Drama,Thriller
Overboard,2018-04-13,12000000,91244913,112,4.1281,6.7,1402,False,Rob Greenberg,Anna Faris,79244913,0.8684858190395776,Metro-Goldwyn-Mayer,Romance,Comedy,
Bait,2012-09-05,30000000,32500000,93,4.1272,5.7,763,False,Kimble Rendall,Sharni Vinson,2500000,0.07692307692307693,Screen Queensland,Horror,,
Tenacious D in The Pick of Destiny,2006-11-22,22000000,13405595,93,4.1267,6.8,1657,False,Liam Lynch,Jack Black,-8594405,-0.6411058218602009,New Line Cinema,Comedy,Music,Fantasy
Just Like Heaven,2005-09-16,58000000,102900000,95,4.1258,6.963,2416,False,Mark Waters,Reese Witherspoon,44900000,0.4363459669582119,DreamWorks Pictures,Drama,Comedy,Romance
The Secret of Moonacre,2009-02-06,32000000,7162618,103,4.1256,6.5,460,False,Gábor Csupó,Dakota Blue Richards,-24837382,-3.4676401840779447,Forgan-Smith Entertainment,Adventure,Fantasy,Romance
Sorry to Bother You,2018-07-06,3200000,18200000,112,4.1248,6.8,1613,False,Boots Riley,LaKeith Stanfield,15000000,0.8241758241758241,Cinereach,Fantasy,Science Fiction,Comedy
This Is 40,2012-12-20,35000000,88200000,134,4.1243,5.887,2210,True,Judd Apatow,Paul Rudd,53200000,0.6031746031746031,Apatow Productions,Comedy,,
Anna Karenina,2012-09-06,40600000,68929150,130,4.1231,6.7,2314,False,Joe Wright,Keira Knightley,28329150,0.4109893999853473,Working Title Films,Drama,Romance,History
Fun with Dick and Jane,2005-12-21,100000000,202026112,90,4.1231,6.2,2496,False,Dean Parisot,Jim Carrey,102026112,0.5050144805043816,JC 23 Entertainment,Comedy,Crime,
Stuart Little 2,2002-07-19,120000000,169956806,78,4.1214,5.763,2442,True,Rob Minkoff,Michael J. Fox,49956806,0.2939382492278656,Columbia Pictures,Family,Adventure,Comedy
The Legend of Zorro,2005-10-24,75000000,142400065,129,4.1205,6.124,2939,True,Martin Campbell,Antonio Banderas,67400065,0.47331484715263294,Columbia Pictures,Action,Adventure,Western
Magic Mike's Last Dance,2023-02-09,45000000,52000000,112,4.119,6.478,534,True,Steven Soderbergh,Channing Tatum,7000000,0.1346153846153846,Warner Bros. Pictures,Comedy,Drama,Romance
Moon,2009-06-12,5000000,9760104,97,4.116,7.6,5852,True,Duncan Jones,Sam Rockwell,4760104,0.48771037685664004,Lunar Industries,Science Fiction,Drama,
The Brothers Grimm,2005-08-26,88000000,105300000,118,4.1148,5.8,2797,False,Terry Gilliam,Matt Damon,17300000,0.16429249762583095,Summit Entertainment,Adventure,Fantasy,Action
Rat Race,2001-08-17,48000000,85498534,112,4.1143,6.27,1833,False,Jerry Zucker,Rowan Atkinson,37498534,0.43858686512683365,Fireworks Pictures,Adventure,Comedy,
A Ghost Story,2017-04-24,100000,1929659,93,4.1081,7.1,2374,False,David Lowery,Casey Affleck,1829659,0.9481773722714739,Sailor Bear,Drama,Fantasy,Mystery
This Means War,2012-02-14,65000000,156974557,98,4.1074,6.184,3441,False,McG,Reese Witherspoon,91974557,0.5859201564747847,Dune Entertainment,Action,Comedy,Romance
Sex and the City 2,2010-05-26,100000000,290700000,147,4.1071,6.1,1655,True,Michael Patrick King,Sarah Jessica Parker,190700000,0.6560027519779842,Village Roadshow Pictures,Comedy,Drama,Romance
Red Riding Hood,2011-03-10,42000000,89162162,100,4.0997,5.985,3193,False,Catherine Hardwicke,Amanda Seyfried,47162162,0.5289481652542252,Appian Way,Thriller,Drama,Fantasy
The Kid Who Would Be King,2019-01-16,59000000,32140970,120,4.0994,6.191,783,False,Joe Cornish,Louis Ashbourne Serkis,-26859030,-0.8356633293892499,Working Title Films,Action,Adventure,Fantasy
Hall Pass,2011-02-25,36000000,83200000,105,4.0979,5.711,2001,False,Bobby Farrelly,Owen Wilson,47200000,0.5673076923076923,New Line Cinema,Comedy,Romance,
Skyline,2010-11-11,10500000,66984887,92,4.0967,5.0,1657,True,Colin Strause,Eric Balfour,56484887,0.843248224035968,RAT Entertainment,Science Fiction,Action,Thriller
Antichrist,2009-05-20,11000000,7413863,104,4.096,6.6,2650,False,Lars von Trier,Willem Dafoe,-3586137,-0.4837069419815284,Zentropa Entertainments,Drama,Horror,Thriller
Lars and the Real Girl,2007-10-12,12000000,11293663,106,4.093,7.194,1891,False,Craig Gillespie,Ryan Gosling,-706337,-0.0625427728806854,Sidney Kimmel Entertainment,Comedy,Drama,Romance
Underwater,2020-01-08,50000000,40882928,95,4.0929,6.3,3216,False,William Eubank,Kristen Stewart,-9117072,-0.22300437972544432,Chernin Entertainment,Horror,Science Fiction,Action
Chicago,2002-12-10,45000000,306776732,113,4.0917,7.117,2701,False,Rob Marshall,Renée Zellweger,261776732,0.8533135166196373,Miramax,Comedy,Crime,Drama
Mysterious Skin,2005-03-30,3000000,2148548,105,4.0915,7.7,1133,False,Gregg Araki,Joseph Gordon-Levitt,-851452,-0.3962918212672,Desperate Pictures,Drama,,
Dirty Grandpa,2016-01-20,11500000,94100000,102,4.0898,5.9,4434,False,Dan Mazer,Robert De Niro,82600000,0.8777895855472901,Covert Media,Comedy,,
Machete,2010-09-01,10500000,45491656,105,4.0894,6.339,3366,True,Robert Rodriguez,Danny Trejo,34991656,0.7691884419419684,Overnight Films,Action,Comedy,Thriller
The Watch,2012-07-26,68000000,68267862,102,4.088,5.592,2349,False,Akiva Schaffer,Ben Stiller,267862,0.003923691062714107,21 Laps Entertainment,Comedy,Action,Science Fiction
Hoodwinked!,2005-12-16,8000000,110000000,81,4.0878,6.2,1792,True,Cory Edwards,Anne Hathaway,102000000,0.9272727272727272,Kanbar Entertainment,Animation,Comedy,Family
The World's Fastest Indian,2005-10-12,25000000,18300000,127,4.0876,7.7,796,False,Roger Donaldson,Anthony Hopkins,-6700000,-0.366120218579235,New Zealand Film Commission,Drama,Adventure,History
Young Woman and the Sea,2024-05-31,40000000,581725,129,4.0854,7.9,350,False,Joachim Rønning,Daisy Ridley,-39418275,-67.76101250590915,Walt Disney Pictures,History,Drama,
Carrie,2013-10-16,30000000,84790678,100,4.0831,6.033,4529,False,Kimberly Peirce,Chloë Grace Moretz,54790678,0.6461875207555245,Misher Films,Drama,Horror,
Midnight Sun,2018-03-22,2800000,27365467,91,4.0823,7.8,3476,False,Scott Speer,Bella Thorne,24565467,0.8976812637620984,Boies/Schiller Film Group,Romance,Drama,
Phantom Thread,2017-12-25,35000000,47756590,130,4.0806,7.315,3553,False,Paul Thomas Anderson,Daniel Day-Lewis,12756590,0.26711685235482685,Focus Features,Drama,Romance,
Lady and the Tramp,2019-11-12,60000000,51000000,101,4.0796,7.2,1590,False,Charlie Bean,Tessa Thompson,-9000000,-0.17647058823529413,Walt Disney Pictures,Family,Romance,Comedy
The League of Extraordinary Gentlemen,2003-07-11,78000000,179265204,110,4.0793,5.972,4125,False,Stephen Norrington,Sean Connery,101265204,0.5648904625127361,20th Century Fox,Fantasy,Action,Thriller
The Host,2013-03-22,44000000,63300000,125,4.0737,6.3,3949,False,Andrew Niccol,Saoirse Ronan,19300000,0.3048973143759874,Open Road Films,Action,Adventure,Science Fiction
Killer Elite,2011-09-22,66000000,57777106,116,4.0726,6.258,2178,False,Gary McKendry,Jason Statham,-8222894,-0.142320973985786,Open Road Films,Action,Adventure,Thriller
Doom,2005-10-20,60000000,58100000,105,4.0722,5.167,2292,True,Andrzej Bartkowiak,Dwayne Johnson,-1900000,-0.03270223752151463,di Bonaventura Pictures,Action,Horror,Science Fiction
Failure to Launch,2006-03-10,50000000,130224158,97,4.0713,5.828,1687,False,Tom Dey,Matthew McConaughey,80224158,0.6160466631698245,Failure to Launch Productions,Romance,Comedy,
Child's Play,2019-06-19,10000000,44902237,90,4.0591,5.956,1949,False,Lars Klevberg,Mark Hamill,34902237,0.777293946401824,KatzSmith Productions,Horror,Thriller,
Star Wars: The Clone Wars,2008-08-05,8500000,68282844,98,4.0581,6.1,2075,False,Dave Filoni,Matt Lanter,59782844,0.875517780132298,Lucasfilm Ltd.,Animation,Action,Science Fiction
Gnomeo & Juliet,2011-01-13,36000000,189712432,84,4.056,5.9,1993,True,Kelly Asbury,James McAvoy,153712432,0.8102391096857585,Touchstone Pictures,Animation,Family,
John Tucker Must Die,2006-07-27,18000000,68844775,87,4.0551,6.1,1401,False,Betty Thomas,Jesse Metcalfe,50844775,0.738542249575222,John US Productions,Comedy,Romance,
My Spy,2020-01-09,18000000,10200000,99,4.0532,6.9,1288,True,Peter Segal,Dave Bautista,-7800000,-0.7647058823529411,STXfilms,Family,Action,Comedy
The Master,2012-09-14,32000000,28258060,137,4.0522,7.115,3042,False,Paul Thomas Anderson,Joaquin Phoenix,-3741940,-0.13242027230460973,Annapurna Pictures,Drama,,
Little,2019-04-04,20000000,17399000,108,4.0483,6.876,725,False,Tina Gordon,Regina Hall,-2601000,-0.14949135007759068,Will Packer Productions,Comedy,Fantasy,Romance
Walk Hard: The Dewey Cox Story,2007-12-21,35000000,18317151,96,4.0463,6.6,692,False,Jake Kasdan,John C. Reilly,-16682849,-0.9107775002782911,Apatow Productions,Comedy,Music,
Ella Enchanted,2004-04-09,31000000,27400000,96,4.0385,6.5,1874,False,Tommy O'Haver,Anne Hathaway,-3600000,-0.13138686131386862,World 2000 Entertainment,Family,Fantasy,Comedy
Cold Pursuit,2019-02-07,60000000,76419755,119,4.0375,5.8,2646,True,Hans Petter Moland,Liam Neeson,16419755,0.21486270140489197,StudioCanal,Action,Crime,Thriller
Booksmart,2019-05-24,6000000,24849029,102,4.0371,7.012,2682,False,Olivia Wilde,Kaitlyn Dever,18849029,0.7585418730043737,Annapurna Pictures,Comedy,,
The Other Woman,2014-04-16,40000000,196800000,109,4.0369,6.432,3600,False,Nick Cassavetes,Cameron Diaz,156800000,0.7967479674796748,LBI Productions,Comedy,Romance,
Downton Abbey: A New Era,2022-04-27,40000000,92651384,124,4.0337,7.2,516,True,Simon Curtis,Hugh Bonneville,52651384,0.5682741231366819,Carnival Films,Drama,Romance,
Unbroken,2014-12-25,65000000,163400000,137,4.0326,7.425,4180,True,Angelina Jolie,Jack O'Connell,98400000,0.602203182374541,Legendary Pictures,Drama,War,
Eddie the Eagle,2016-02-25,23000000,46152411,106,4.0304,7.2,2166,False,Dexter Fletcher,Taron Egerton,23152411,0.5016511705098137,Marv,Comedy,Drama,History
Searching,2018-08-24,1000000,75462037,102,4.0267,7.568,3970,True,Aneesh Chaganty,John Cho,74462037,0.9867483036536636,Stage 6 Films,Drama,Mystery,Thriller
Uncle Drew,2018-06-27,19000000,17700000,103,4.0262,6.7,574,False,Charles Stone III,Kyrie Irving,-1300000,-0.07344632768361582,Lionsgate,Comedy,,
The Day the Earth Stood Still,2008-12-10,80000000,233093859,104,4.0242,5.6,3498,False,Scott Derrickson,Keanu Reeves,153093859,0.6567906149771195,Dune Entertainment III,Drama,Science Fiction,Thriller
Mortdecai,2015-01-21,60000000,47318560,107,4.0237,5.5,2672,False,David Koepp,Johnny Depp,-12681440,-0.2680013931108639,Lionsgate,Comedy,Adventure,
Faster,2010-11-23,24000000,23081726,98,4.0237,6.3,1968,False,George Tillman Jr.,Dwayne Johnson,-918274,-0.039783593306670396,Castle Rock Entertainment,Crime,Drama,Action
Maestro,2023-11-22,80000000,300000,129,4.0233,6.3,755,False,Bradley Cooper,Carey Mulligan,-79700000,-265.6666666666667,Amblin Entertainment,Drama,Romance,Music
Dracula Untold,2014-10-01,70000000,217124280,92,4.0154,6.439,6222,False,Gary Shore,Luke Evans,147124280,0.6776039971209116,Universal Pictures,Horror,Action,Fantasy
Hell or High Water,2016-08-11,12000000,37600000,102,4.0139,7.301,4580,False,David Mackenzie,Jeff Bridges,25600000,0.6808510638297872,Sidney Kimmel Entertainment,Western,Crime,Drama
Sahara,2005-04-06,130000000,119269486,124,4.0131,5.909,1532,False,Breck Eisner,Matthew McConaughey,-10730514,-0.08996864462046898,Baldwin Entertainment Group,Action,Adventure,Comedy
Kinds of Kindness,2024-05-30,15000000,16398509,164,4.0129,6.527,1018,False,Yorgos Lanthimos,Emma Stone,1398509,0.0852826924691751,Searchlight Pictures,Drama,Comedy,
Back to Black,2024-04-11,30000000,51001975,122,4.0112,6.7,596,False,Sam Taylor-Johnson,Marisa Abela,21001975,0.4117874847003474,Monumental Pictures,Music,History,Drama
Umma,2022-03-18,3000000,2100000,83,4.0103,5.3,307,False,Iris K. Shim,Sandra Oh,-900000,-0.42857142857142855,Raimi Productions,Horror,Mystery,
The Hours,2002-12-27,25000000,108846217,110,4.0101,7.3,1776,False,Stephen Daldry,Julianne Moore,83846217,0.7703181544655796,Miramax,Drama,,
The Thing,2011-10-12,35000000,31505287,103,4.0097,6.2,3008,True,Matthijs van Heijningen Jr.,Mary Elizabeth Winstead,-3494713,-0.11092465210680354,Universal Pictures,Horror,Science Fiction,Mystery
David Lynch: The Art Life,2017-02-15,179554,311470,89,4.0093,7.0,199,False,Jon Nguyen,David Lynch,131916,0.42352714547147396,Kong Gulerod Film,Documentary,,
Tooth Fairy,2010-01-14,48000000,112462508,101,4.009,5.482,2018,True,Michael Lembeck,Dwayne Johnson,64462508,0.5731910940488718,Dune Entertainment,Comedy,Family,Fantasy
The Strangers: Chapter 1,2024-05-15,8500000,48166448,91,4.0065,5.716,516,True,Renny Harlin,Madelaine Petsch,39666448,0.8235286106212357,Fifth Element Productions,Horror,Thriller,
Season of the Witch,2011-01-07,40000000,91627228,95,4.0062,5.483,2470,False,Dominic Sena,Nicolas Cage,51627228,0.5634485417369606,Atlas Entertainment,Adventure,Fantasy,Action
Ouija: Origin of Evil,2016-10-20,9000000,81700000,99,4.0058,6.1,2509,True,Mike Flanagan,Annalise Basso,72700000,0.8898408812729498,Platinum Dunes,Horror,,
Just Mercy,2019-12-25,25000000,50401502,137,4.0056,7.9,2337,False,Destin Daniel Cretton,Michael B. Jordan,25401502,0.5039830360611078,Netter Productions,Drama,Crime,History
The Hurricane Heist,2018-02-28,35000000,32517248,103,4.0052,5.7,1032,False,Rob Cohen,Toby Kebbell,-2482752,-0.07635184871733303,Lipsync Productions,Action,Adventure,Crime
Woody Woodpecker,2017-10-05,10000000,15316635,91,4.0043,6.559,735,True,Alex Zamm,Eric Bauza,5316635,0.3471150810866747,Universal Pictures,Comedy,Family,Animation
Chef,2014-05-08,11000000,45967935,114,4.004,7.112,3384,False,Jon Favreau,Jon Favreau,34967935,0.7607027594343753,Altus Media,Comedy,,
Tolkien,2019-05-03,20000000,8654322,112,3.9985,6.946,1451,False,Dome Karukoski,Nicholas Hoult,-11345678,-1.3109840378021524,Fox Searchlight Pictures,War,Drama,Romance
Spotlight,2015-11-06,20000000,98690254,129,3.9978,7.814,8392,False,Tom McCarthy,Mark Ruffalo,78690254,0.7973457439880538,Participant,Drama,History,
Judy,2019-09-27,10000000,38981322,118,3.9968,6.7,1200,False,Rupert Goold,Renée Zellweger,28981322,0.7434668839604773,BBC Film,Drama,History,Music
Non-Stop,2014-02-26,50000000,222809600,107,3.9924,6.81,5451,False,Jaume Collet-Serra,Liam Neeson,172809600,0.7755931521801575,Silver Pictures,Action,Thriller,Mystery
Chocolat,2000-12-22,25000000,152500000,121,3.9872,6.968,3348,False,Lasse Hallström,Juliette Binoche,127500000,0.8360655737704918,Miramax,Comedy,Drama,Romance
Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,72500000,163000000,108,3.9838,6.359,1740,False,Adam McKay,Will Ferrell,90500000,0.5552147239263804,Apatow Productions,Comedy,,
Downsizing,2017-12-22,68000000,55003890,135,3.9828,5.372,3881,False,Alexander Payne,Matt Damon,-12996110,-0.23627619791981985,Paramount Pictures,Drama,Science Fiction,Comedy
The Pledge,2001-01-19,35000000,29419291,123,3.9827,6.567,1106,False,Sean Penn,Jack Nicholson,-5580709,-0.1896955640433347,Franchise Pictures,Crime,Drama,Mystery
Let's Be Cops,2014-08-13,17000000,136600000,104,3.9761,6.459,2823,False,Luke Greenfield,Jake Johnson,119600000,0.8755490483162518,WideAwake Pictures,Comedy,,
Seven Psychopaths,2012-10-12,15000000,33035736,110,3.9739,6.822,4016,False,Martin McDonagh,Colin Farrell,18035736,0.5459462443942523,BFI,Comedy,Crime,
Ordinary Angels,2024-02-22,13000000,20571534,118,3.9738,7.8,289,False,Jon Gunn,Hilary Swank,7571534,0.368058794254235,Kingdom Story Company,Drama,,
The Mountain Between Us,2017-10-05,35000000,62832209,109,3.9736,6.656,2434,False,Hany Abu-Assad,Idris Elba,27832209,0.44296085467884794,Chernin Entertainment,Drama,Adventure,Romance
Deuce Bigalow: European Gigolo,2005-08-12,22000000,45109561,83,3.9705,5.3,952,True,Mike Bigelow,Rob Schneider,23109561,0.5122985125038126,Out of the Blue... Entertainment,Comedy,,
Elektra,2005-01-13,43000000,56681566,97,3.9669,5.0,2496,False,Rob Bowman,Jennifer Garner,13681566,0.24137593516735228,Regency Enterprises,Action,Fantasy,Adventure
Black and Blue,2019-10-25,12000000,22741061,109,3.9604,6.8,900,False,Deon Taylor,Naomie Harris,10741061,0.47232013493125935,Hidden Empire Film Group,Action,Crime,Drama
Sleeping Beauty,2011-06-10,10000000,408680,102,3.9586,5.3,629,False,Julia Leigh,Emily Browning,-9591320,-23.469022217872173,Fulcrum Media Finance,Drama,Romance,
Step Up 3D,2010-08-04,30000000,159291809,107,3.9484,6.8,1921,True,Jon M. Chu,Sharni Vinson,129291809,0.8116663989923047,Touchstone Pictures,Drama,Romance,
"O Brother, Where Art Thou?",2000-08-30,26000000,71900000,107,3.9484,7.318,4277,False,Joel Coen,George Clooney,45900000,0.6383866481223922,Touchstone Pictures,Adventure,Comedy,Crime
"Dude, Where's My Car?",2000-12-15,13000000,73180723,83,3.9477,5.5,1934,False,Danny Leiner,Ashton Kutcher,60180723,0.8223575899899213,20th Century Fox,Comedy,Romance,Science Fiction
We Need to Talk About Kevin,2011-09-28,7000000,10800000,113,3.9474,7.5,2894,False,Lynne Ramsay,Tilda Swinton,3800000,0.35185185185185186,BBC Film,Drama,Thriller,
Cold Mountain,2003-12-24,79000000,173013509,154,3.9471,6.9,1831,False,Anthony Minghella,Jude Law,94013509,0.5433882564626789,Miramax,War,History,Adventure
Larry Crowne,2011-06-30,30000000,75055070,98,3.9465,5.991,1344,False,Tom Hanks,Tom Hanks,45055070,0.6002934911658866,Playtone,Comedy,Romance,Drama
Monsters,2010-06-18,500000,5639730,94,3.9448,6.221,1631,True,Gareth Edwards,Scoot McNairy,5139730,0.9113432735255057,Vertigo Films,Drama,Thriller,Science Fiction
The Darjeeling Limited,2007-09-07,16000000,24377151,92,3.9434,7.158,3674,True,Wes Anderson,Owen Wilson,8377151,0.3436476641589495,Fox Searchlight Pictures,Adventure,Drama,Comedy
Get Hard,2015-03-26,40000000,111800000,100,3.9369,6.029,2754,False,Etan Cohen,Will Ferrell,71800000,0.6422182468694096,Gary Sanchez Productions,Comedy,,
The Illusionist,2006-08-18,16500000,87892388,110,3.933,7.296,5018,False,Neil Burger,Edward Norton,71392388,0.8122704323382361,Contagious Entertainment,Fantasy,Drama,Thriller
The Outfit,2022-02-25,5000000,4000000,105,3.9324,7.1,1185,False,Graham Moore,Mark Rylance,-1000000,-0.25,Focus Features,Crime,Drama,Thriller
